quad,detID,pixID,count,frac_counts
0, 0, 175, 334288, 0.0555
0, 1, 7, 15827, 0.205
0, 2, 7, 320, 0.205
0, 3, 131, 272035, 0.169
0, 4, 249, 14899, 0.00828
0, 5, 240, 18271, 0.0563
0, 6, 240, 303, 0.0563
0, 7, 64, 34599, 0.332
0, 8, 249, 51454, 0.339
0, 9, 249, 200, 0.339
0, 10, 253, 12940, 0.141
0, 11, 3, 43556, 0.416
0, 12, 194, 14035, 0.0749
0, 13, 194, 0, 0.0749
0, 14, 194, 0, 0.0749
0, 15, 63, 520210, 0.915
